"Date";"Days from today";"Cases (reported)";"New daily cases (reported)";"Cases (corrected for underreporting)";"New daily cases (corrected for underreporting)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"Beds for CDC 25% ETU target";"Beds for CDC 45% reduced transmission target";"Reporting (treatment) quotient"
"2014-08-03";"-102";"  1913 (  1702,   2125)";"  54 (  44,   65)";"  10368 (  9064,   11672)";"  277 (  230,   324)";"  3181 (  2642,   3719)";"  2162 ( 1756,   2568)";"  405 (  328,   481)";"  642 (  538,   745)";"  1155 (  969,   1341)";"40%"
"2014-08-02";"-103";"  1859 (  1656,   2062)";"  53 (  43,   64)";"  10091 (  8828,   11353)";"  273 (  225,   320)";"  3134 (  2594,   3674)";"  2126 ( 1722,   2531)";"  395 (  320,   470)";"  630 (  528,   733)";"  1135 (  950,   1320)";"40%"
"2014-08-01";"-104";"  1806 (  1611,   2001)";"  52 (  42,   63)";"   9818 (  8597,   11039)";"  269 (  221,   317)";"  3089 (  2546,   3631)";"  2090 ( 1688,   2493)";"  386 (  313,   459)";"  619 (  517,   721)";"  1114 (  930,   1299)";"40%"
"2014-07-31";"-105";"  1753 (  1566,   1940)";"  52 (  41,   62)";"   9549 (  8369,   10729)";"  265 (  217,   313)";"  3045 (  2500,   3590)";"  2055 ( 1654,   2455)";"  376 (  305,   448)";"  608 (  506,   709)";"  1094 (  911,   1277)";"40%"
"2014-07-30";"-106";"  1702 (  1522,   1881)";"  51 (  41,   61)";"   9284 (  8145,   10422)";"  262 (  213,   310)";"  3004 (  2456,   3552)";"  2019 ( 1621,   2416)";"  367 (  298,   436)";"  596 (  495,   697)";"  1073 (  892,   1255)";"40%"
"2014-07-29";"-107";"  1651 (  1479,   1823)";"  50 (  40,   60)";"   9022 (  7924,   10120)";"  258 (  210,   307)";"  2964 (  2412,   3517)";"  1982 ( 1587,   2376)";"  357 (  290,   423)";"  585 (  485,   685)";"  1052 (  872,   1232)";"40%"
"2014-07-28";"-108";"  1601 (  1436,   1766)";"  49 (  39,   59)";"   8763 (  7706,    9820)";"  255 (  206,   304)";"  2928 (  2370,   3485)";"  1944 ( 1554,   2334)";"  347 (  282,   411)";"  573 (  474,   672)";"  1031 (  853,   1209)";"40%"
"2014-07-27";"-109";"  1553 (  1394,   1711)";"  48 (  38,   57)";"   8508 (  7492,    9525)";"  252 (  203,   302)";"  2894 (  2330,   3457)";"  1906 ( 1521,   2290)";"  336 (  275,   398)";"  560 (  463,   658)";"  1009 (  834,   1184)";"40%"
"2014-07-26";"-110";"  1505 (  1353,   1657)";"  47 (  37,   56)";"   8256 (  7279,    9232)";"  250 (  199,   300)";"  2863 (  2292,   3434)";"  1865 ( 1487,   2243)";"  326 (  267,   384)";"  548 (  452,   643)";"   986 (  814,   1158)";"40%"
"2014-07-25";"-111";"  1458 (  1312,   1604)";"  46 (  36,   55)";"   8006 (  7069,    8942)";"  248 (  196,   299)";"  2837 (  2256,   3417)";"  1823 ( 1453,   2193)";"  315 (  259,   371)";"  534 (  441,   628)";"   962 (  794,   1130)";"40%"
"2014-07-24";"-112";"  1412 (  1272,   1553)";"  44 (  35,   53)";"   7758 (  6861,    8655)";"  246 (  194,   299)";"  2815 (  2223,   3406)";"  1777 ( 1418,   2137)";"  304 (  252,   357)";"  520 (  430,   611)";"   937 (  773,   1100)";"40%"
"2014-07-23";"-113";"  1368 (  1232,   1504)";"  43 (  34,   52)";"   7512 (  6654,    8369)";"  245 (  191,   299)";"  2798 (  2192,   3404)";"  1729 ( 1381,   2076)";"  294 (  244,   343)";"  506 (  418,   593)";"   910 (  752,   1068)";"40%"
"2014-07-22";"-114";"  1325 (  1194,   1456)";"  42 (  34,   50)";"   7267 (  6447,    8086)";"  244 (  189,   300)";"  2789 (  2165,   3412)";"  1675 ( 1343,   2007)";"  283 (  237,   329)";"  490 (  406,   573)";"   881 (  730,   1032)";"40%"
"2014-07-21";"-115";"  1283 (  1156,   1411)";"  40 (  32,   48)";"   7022 (  6241,    7804)";"  240 (  185,   294)";"  2787 (  2142,   3432)";"  1616 ( 1303,   1929)";"  272 (  229,   316)";"  472 (  393,   551)";"   850 (  708,    992)";"40%"
"2014-07-20";"-116";"  1243 (  1119,   1367)";"  39 (  31,   46)";"   6782 (  6036,    7529)";"  230 (  179,   282)";"  2678 (  2074,   3283)";"  1555 ( 1262,   1847)";"  262 (  222,   303)";"  454 (  380,   528)";"   818 (  685,    951)";"40%"
"2014-07-19";"-117";"  1205 (  1084,   1326)";"  37 (  30,   44)";"   6552 (  5837,    7267)";"  221 (  173,   269)";"  2574 (  2008,   3140)";"  1496 ( 1222,   1769)";"  253 (  215,   291)";"  437 (  368,   506)";"   787 (  663,    911)";"40%"
"2014-07-18";"-118";"  1167 (  1049,   1286)";"  36 (  29,   42)";"   6331 (  5643,    7018)";"  213 (  168,   258)";"  2474 (  1945,   3004)";"  1439 ( 1184,   1695)";"  244 (  208,   279)";"  421 (  356,   485)";"   757 (  641,    873)";"40%"
"2014-07-17";"-119";"  1132 (  1016,   1248)";"  34 (  29,   40)";"   6118 (  5455,    6781)";"  205 (  163,   247)";"  2379 (  1883,   2875)";"  1386 ( 1147,   1624)";"  235 (  201,   268)";"  405 (  345,   465)";"   729 (  621,    838)";"40%"
"2014-07-16";"-120";"  1097 (   983,   1211)";"  33 (  28,   39)";"   5913 (  5271,    6555)";"  197 (  157,   236)";"  2288 (  1823,   2752)";"  1334 ( 1111,   1557)";"  226 (  195,   257)";"  390 (  334,   446)";"   702 (  601,    804)";"40%"
"2014-07-15";"-121";"  1064 (   952,   1176)";"  32 (  27,   37)";"   5716 (  5093,    6340)";"  189 (  152,   226)";"  2200 (  1766,   2634)";"  1284 ( 1076,   1493)";"  218 (  189,   247)";"  376 (  323,   428)";"   676 (  581,    771)";"40%"
"2014-07-14";"-122";"  1032 (   922,   1143)";"  31 (  26,   36)";"   5527 (  4921,    6134)";"  182 (  148,   217)";"  2116 (  1710,   2522)";"  1237 ( 1042,   1432)";"  210 (  183,   238)";"  362 (  313,   411)";"   651 (  563,    740)";"40%"
"2014-07-13";"-123";"  1001 (   892,   1111)";"  30 (  25,   34)";"   5345 (  4753,    5937)";"  175 (  143,   207)";"  2036 (  1656,   2416)";"  1191 ( 1009,   1374)";"  203 (  177,   229)";"  349 (  302,   395)";"   627 (  544,    710)";"40%"
"2014-07-12";"-124";"   972 (   864,   1080)";"  29 (  24,   33)";"   5170 (  4590,    5750)";"  169 (  138,   199)";"  1959 (  1604,   2314)";"  1148 (  977,   1319)";"  196 (  171,   220)";"  336 (  293,   379)";"   604 (  527,    682)";"40%"
"2014-07-11";"-125";"   943 (   837,   1050)";"  27 (  24,   31)";"   5001 (  4432,    5570)";"  162 (  134,   190)";"  1885 (  1554,   2217)";"  1106 (  946,   1266)";"  189 (  165,   212)";"  324 (  283,   364)";"   583 (  510,    655)";"40%"
"2014-07-10";"-126";"   916 (   810,   1021)";"  26 (  23,   30)";"   4839 (  4280,    5398)";"  156 (  130,   183)";"  1815 (  1505,   2125)";"  1066 (  916,   1216)";"  182 (  160,   204)";"  312 (  274,   350)";"   562 (  493,    630)";"40%"
"2014-07-09";"-127";"   889 (   785,    994)";"  26 (  22,   29)";"   4683 (  4132,    5234)";"  150 (  126,   175)";"  1747 (  1457,   2037)";"  1027 (  887,   1168)";"  176 (  155,   197)";"  301 (  265,   336)";"   541 (  477,    605)";"40%"
"2014-07-08";"-128";"   864 (   760,    967)";"  25 (  21,   28)";"   4532 (  3989,    5076)";"  145 (  122,   168)";"  1682 (  1411,   1954)";"   990 (  858,   1123)";"  170 (  150,   190)";"  290 (  257,   323)";"   522 (  462,    582)";"40%"
"2014-07-07";"-129";"   839 (   737,    942)";"  24 (  21,   27)";"   4388 (  3851,    4924)";"  140 (  118,   161)";"  1620 (  1367,   1874)";"   955 (  830,   1079)";"  164 (  145,   183)";"  280 (  248,   311)";"   503 (  447,    560)";"40%"
"2014-07-06";"-130";"   815 (   714,    917)";"  23 (  20,   26)";"   4248 (  3718,    4778)";"  134 (  114,   155)";"  1561 (  1324,   1798)";"   921 (  804,   1038)";"  158 (  140,   177)";"  270 (  240,   299)";"   486 (  432,    539)";"40%"
"2014-07-05";"-131";"   793 (   692,    893)";"  22 (  19,   25)";"   4114 (  3589,    4638)";"  129 (  111,   148)";"  1504 (  1282,   1726)";"   888 (  777,    999)";"  153 (  135,   171)";"  260 (  232,   288)";"   468 (  418,    519)";"40%"
"2014-07-04";"-132";"   770 (   671,    870)";"  21 (  19,   24)";"   3984 (  3465,    4503)";"  125 (  107,   142)";"  1449 (  1241,   1657)";"   857 (  752,    962)";"  147 (  130,   165)";"  251 (  224,   278)";"   452 (  404,    500)";"40%"
"2014-07-03";"-133";"   749 (   651,    848)";"  21 (  18,   23)";"   3859 (  3345,    4373)";"  120 (  104,   137)";"  1396 (  1201,   1591)";"   827 (  727,    927)";"  142 (  126,   159)";"  242 (  217,   268)";"   436 (  391,    482)";"40%"
"2014-07-02";"-134";"   729 (   631,    826)";"  20 (  17,   22)";"   3739 (  3230,    4248)";"  116 (  100,   132)";"  1346 (  1163,   1529)";"   798 (  703,    893)";"  138 (  121,   154)";"  234 (  210,   258)";"   421 (  378,    464)";"40%"
"2014-07-01";"-135";"   709 (   612,    805)";"  19 (  17,   21)";"   3623 (  3119,    4128)";"  112 (   97,   126)";"  1298 (  1126,   1470)";"   770 (  679,    861)";"  133 (  117,   149)";"  226 (  203,   249)";"   406 (  365,    448)";"40%"
"2014-06-30";"-136";"   690 (   594,    785)";"  19 (  16,   21)";"   3511 (  3012,    4011)";"  108 (   94,   122)";"  1251 (  1089,   1413)";"   744 (  656,    831)";"  129 (  113,   144)";"  218 (  196,   240)";"   392 (  353,    432)";"40%"
"2014-06-29";"-137";"   671 (   577,    765)";"  18 (  16,   20)";"   3404 (  2909,    3899)";"  104 (   91,   117)";"  1207 (  1054,   1360)";"   718 (  634,    802)";"  124 (  109,   140)";"  211 (  189,   232)";"   379 (  341,    418)";"40%"
"2014-06-28";"-138";"   653 (   560,    746)";"  17 (  15,   19)";"   3300 (  2809,    3790)";"  100 (   88,   113)";"  1164 (  1020,   1309)";"   693 (  612,    775)";"  120 (  105,   135)";"  203 (  183,   224)";"   366 (  329,    403)";"40%"
"2014-06-27";"-139";"   636 (   544,    728)";"  17 (  15,   19)";"   3199 (  2714,    3685)";"   97 (   85,   109)";"  1123 (   986,   1260)";"   670 (  591,    749)";"  116 (  101,   131)";"  197 (  176,   217)";"   354 (  318,    390)";"40%"
"2014-06-26";"-140";"   619 (   528,    710)";"  16 (  14,   18)";"   3102 (  2622,    3583)";"   93 (   82,   105)";"  1084 (   953,   1214)";"   647 (  571,    724)";"  112 (   98,   127)";"  190 (  170,   209)";"   342 (  307,    377)";"40%"
"2014-06-25";"-141";"   603 (   514,    693)";"  16 (  14,   17)";"   3009 (  2533,    3485)";"   90 (   79,   101)";"  1046 (   922,   1170)";"   625 (  551,    700)";"  109 (   94,   124)";"  184 (  164,   203)";"   330 (  296,    365)";"40%"
"2014-06-24";"-142";"   588 (   499,    676)";"  15 (  13,   17)";"   2919 (  2448,    3390)";"   87 (   77,    97)";"  1010 (   891,   1129)";"   604 (  531,    677)";"  105 (   91,   120)";"  177 (  159,   196)";"   319 (  286,    353)";"40%"
"2014-06-23";"-143";"   573 (   485,    660)";"  15 (  13,   16)";"   2832 (  2366,    3297)";"   84 (   74,    94)";"   975 (   860,   1089)";"   584 (  512,    656)";"  102 (   87,   116)";"  171 (  153,   190)";"   309 (  276,    342)";"40%"
"2014-06-22";"-144";"   558 (   472,    644)";"  14 (  12,   16)";"   2748 (  2288,    3208)";"   81 (   72,    91)";"   941 (   831,   1052)";"   565 (  494,    635)";"   99 (   84,   113)";"  166 (  148,   184)";"   298 (  266,    331)";"40%"
"2014-06-21";"-145";"   544 (   459,    629)";"  14 (  12,   15)";"   2667 (  2212,    3122)";"   78 (   69,    88)";"   909 (   803,   1016)";"   546 (  476,    616)";"   95 (   81,   110)";"  160 (  143,   178)";"   289 (  257,    321)";"40%"
"2014-06-20";"-146";"   530 (   447,    614)";"  13 (  11,   15)";"   2588 (  2139,    3038)";"   76 (   67,    85)";"   878 (   775,    982)";"   528 (  459,    597)";"   92 (   78,   107)";"  155 (  138,   173)";"   279 (  248,    311)";"40%"
"2014-06-19";"-147";"   517 (   435,    599)";"  13 (  11,   14)";"   2513 (  2069,    2956)";"   73 (   64,    82)";"   848 (   748,    949)";"   511 (  443,    579)";"   89 (   75,   104)";"  150 (  133,   167)";"   270 (  239,    301)";"40%"
"2014-06-18";"-148";"   505 (   424,    585)";"  12 (  11,   14)";"   2439 (  2002,    2877)";"   71 (   62,    79)";"   820 (   722,    918)";"   494 (  427,    562)";"   87 (   73,   101)";"  145 (  128,   162)";"   261 (  230,    292)";"40%"
"2014-06-17";"-149";"   492 (   413,    572)";"  12 (  10,   14)";"   2369 (  1937,    2801)";"   68 (   60,    77)";"   792 (   696,    889)";"   478 (  411,    545)";"   84 (   70,    98)";"  141 (  123,   158)";"   253 (  222,    284)";"40%"
"2014-06-16";"-150";"   480 (   402,    559)";"  12 (  10,   13)";"   2300 (  1874,    2726)";"   66 (   58,    74)";"   766 (   671,    861)";"   463 (  396,    529)";"   81 (   67,    95)";"  136 (  119,   153)";"   245 (  214,    275)";"40%"
"2014-06-15";"-151";"   469 (   392,    546)";"  11 (   9,   13)";"   2234 (  1814,    2654)";"   64 (   56,    72)";"   741 (   647,    834)";"   448 (  382,    514)";"   79 (   65,    93)";"  132 (  115,   149)";"   237 (  207,    267)";"40%"
"2014-06-14";"-152";"   458 (   382,    533)";"  11 (   9,   12)";"   2170 (  1757,    2584)";"   62 (   54,    70)";"   716 (   624,    808)";"   434 (  368,    499)";"   76 (   63,    90)";"  128 (  111,   144)";"   230 (  199,    260)";"40%"
"2014-06-13";"-153";"   447 (   373,    521)";"  10 (   9,   12)";"   2109 (  1701,    2516)";"   60 (   52,    68)";"   693 (   602,    783)";"   420 (  355,    485)";"   74 (   60,    88)";"  123 (  107,   140)";"   222 (  192,    252)";"40%"
"2014-06-12";"-154";"   436 (   363,    509)";"  10 (   8,   12)";"   2049 (  1648,    2450)";"   58 (   50,    66)";"   670 (   580,    760)";"   407 (  342,    472)";"   72 (   58,    85)";"  120 (  103,   136)";"   215 (  185,    245)";"40%"
"2014-06-11";"-155";"   426 (   355,    498)";"  10 (   8,   11)";"   1991 (  1596,    2386)";"   56 (   48,    64)";"   648 (   559,    737)";"   394 (  329,    458)";"   70 (   56,    83)";"  116 (   99,   132)";"   209 (  179,    238)";"40%"
"2014-06-10";"-156";"   416 (   346,    487)";"  10 (   8,   11)";"   1935 (  1547,    2323)";"   54 (   46,    62)";"   627 (   539,    716)";"   382 (  317,    446)";"   67 (   54,    81)";"  112 (   96,   129)";"   202 (  173,    232)";"40%"
"2014-06-09";"-157";"   407 (   338,    476)";"   9 (   8,   11)";"   1881 (  1499,    2263)";"   52 (   45,    60)";"   607 (   519,    695)";"   370 (  306,    434)";"   65 (   52,    79)";"  109 (   92,   125)";"   196 (  166,    225)";"40%"
"2014-06-08";"-158";"   398 (   330,    465)";"   9 (   7,   11)";"   1829 (  1454,    2204)";"   51 (   43,    58)";"   587 (   500,    675)";"   358 (  295,    422)";"   64 (   50,    77)";"  105 (   89,   122)";"   190 (  161,    219)";"40%"
"2014-06-07";"-159";"   389 (   322,    455)";"   9 (   7,   10)";"   1778 (  1410,    2146)";"   49 (   42,    57)";"   569 (   482,    655)";"   347 (  284,    410)";"   62 (   48,    75)";"  102 (   86,   118)";"   184 (  155,    213)";"40%"
"2014-06-06";"-160";"   380 (   315,    445)";"   8 (   7,   10)";"   1729 (  1367,    2091)";"   48 (   40,    55)";"   551 (   465,    637)";"   337 (  274,    399)";"   60 (   47,    73)";"   99 (   83,   115)";"   178 (  149,    207)";"40%"
"2014-06-05";"-161";"   372 (   308,    435)";"   8 (   7,   10)";"   1681 (  1326,    2036)";"   46 (   39,    54)";"   533 (   448,    619)";"   326 (  264,    389)";"   58 (   45,    71)";"   96 (   80,   112)";"   173 (  144,    202)";"40%"
"2014-06-04";"-162";"   364 (   301,    426)";"   8 (   6,    9)";"   1635 (  1287,    1984)";"   45 (   37,    52)";"   517 (   431,    602)";"   316 (  254,    378)";"   56 (   43,    69)";"   93 (   77,   109)";"   168 (  139,    196)";"40%"
"2014-06-03";"-163";"   356 (   294,    417)";"   8 (   6,    9)";"   1591 (  1249,    1932)";"   43 (   36,    51)";"   500 (   416,    585)";"   307 (  245,    368)";"   55 (   42,    67)";"   90 (   75,   106)";"   163 (  134,    191)";"40%"
"2014-06-02";"-164";"   348 (   288,    408)";"   7 (   6,    9)";"   1548 (  1213,    1882)";"   42 (   34,    49)";"   485 (   401,    569)";"   298 (  236,    359)";"   53 (   40,    66)";"   88 (   72,   103)";"   158 (  130,    186)";"40%"
"2014-06-01";"-165";"   341 (   282,    399)";"   7 (   6,    9)";"   1506 (  1178,    1834)";"   41 (   33,    48)";"   470 (   386,    554)";"   289 (  228,    350)";"   52 (   39,    64)";"   85 (   70,   101)";"   153 (  125,    181)";"40%"
"2014-05-31";"-166";"   333 (   276,    391)";"   7 (   5,    9)";"   1465 (  1144,    1786)";"   39 (   32,    47)";"   455 (   372,    539)";"   280 (  220,    341)";"   50 (   38,    63)";"   83 (   67,    98)";"   149 (  121,    176)";"40%"
"2014-05-30";"-167";"   326 (   270,    383)";"   7 (   5,    8)";"   1426 (  1111,    1740)";"   38 (   31,    45)";"   442 (   359,    524)";"   272 (  212,    332)";"   49 (   36,    61)";"   80 (   65,    95)";"   144 (  117,    172)";"40%"
"2014-05-29";"-168";"   320 (   264,    375)";"   7 (   5,    8)";"   1388 (  1080,    1695)";"   37 (   30,    44)";"   428 (   346,    510)";"   264 (  204,    323)";"   47 (   35,    59)";"   78 (   63,    93)";"   140 (  113,    167)";"40%"
"2014-05-28";"-169";"   313 (   259,    367)";"   6 (   5,    8)";"   1351 (  1050,    1652)";"   36 (   29,    43)";"   415 (   333,    497)";"   256 (  197,    315)";"   46 (   34,    58)";"   76 (   60,    91)";"   136 (  109,    163)";"40%"
"2014-05-27";"-170";"   307 (   254,    360)";"   6 (   5,    8)";"   1315 (  1020,    1609)";"   35 (   28,    42)";"   403 (   321,    484)";"   249 (  190,    307)";"   45 (   33,    57)";"   73 (   58,    88)";"   132 (  105,    159)";"40%"
"2014-05-26";"-171";"   300 (   249,    352)";"   6 (   5,    7)";"   1280 (   992,    1568)";"   34 (   27,    41)";"   390 (   310,    471)";"   241 (  184,    299)";"   43 (   32,    55)";"   71 (   56,    86)";"   128 (  102,    155)";"40%"
"2014-05-25";"-172";"   294 (   244,    345)";"   6 (   4,    7)";"   1246 (   965,    1527)";"   33 (   26,    40)";"   379 (   299,    459)";"   234 (  177,    292)";"   42 (   30,    54)";"   69 (   55,    84)";"   124 (   98,    151)";"40%"
"2014-05-24";"-173";"   289 (   239,    338)";"   6 (   4,    7)";"   1213 (   939,    1488)";"   32 (   25,    39)";"   368 (   288,    447)";"   228 (  171,    285)";"   41 (   29,    53)";"   67 (   53,    82)";"   121 (   95,    147)";"40%"
"2014-05-23";"-174";"   283 (   234,    332)";"   6 (   4,    7)";"   1182 (   914,    1450)";"   31 (   24,    38)";"   357 (   278,    436)";"   221 (  165,    278)";"   40 (   28,    51)";"   65 (   51,    80)";"   117 (   92,    143)";"40%"
"2014-05-22";"-175";"   277 (   230,    325)";"   5 (   4,    7)";"   1151 (   889,    1412)";"   30 (   23,    37)";"   346 (   268,    424)";"   215 (  159,    271)";"   39 (   27,    50)";"   63 (   49,    78)";"   114 (   89,    140)";"40%"
"2014-05-21";"-176";"   272 (   225,    319)";"   5 (   4,    7)";"   1121 (   866,    1376)";"   29 (   22,    36)";"   336 (   258,    414)";"   209 (  154,    264)";"   38 (   27,    49)";"   62 (   48,    76)";"   111 (   86,    136)";"40%"
"2014-05-20";"-177";"   267 (   221,    313)";"   5 (   4,    6)";"   1092 (   843,    1341)";"   28 (   21,    35)";"   326 (   249,    403)";"   203 (  148,    258)";"   37 (   26,    48)";"   60 (   46,    74)";"   108 (   83,    133)";"40%"
"2014-05-19";"-178";"   262 (   217,    307)";"   5 (   4,    6)";"   1064 (   821,    1306)";"   27 (   21,    34)";"   317 (   241,    393)";"   197 (  143,    251)";"   36 (   25,    47)";"   58 (   44,    72)";"   105 (   80,    130)";"40%"
"2014-05-18";"-179";"   257 (   213,    301)";"   5 (   3,    6)";"   1036 (   800,    1272)";"   27 (   20,    33)";"   308 (   232,    383)";"   192 (  138,    245)";"   35 (   24,    46)";"   57 (   43,    70)";"   102 (   77,    126)";"40%"
"2014-05-17";"-180";"   252 (   209,    296)";"   5 (   3,    6)";"   1010 (   780,    1240)";"   26 (   19,    32)";"   299 (   224,    374)";"   186 (  134,    239)";"   34 (   23,    44)";"   55 (   42,    69)";"    99 (   75,    123)";"40%"
"2014-05-16";"-181";"   247 (   205,    290)";"   5 (   3,    6)";"    984 (   760,    1208)";"   25 (   19,    32)";"   290 (   216,    364)";"   181 (  129,    234)";"   33 (   22,    43)";"   54 (   40,    67)";"    96 (   72,    120)";"40%"
"2014-05-15";"-182";"   243 (   201,    285)";"   4 (   3,    6)";"    959 (   741,    1176)";"   24 (   18,    31)";"   282 (   209,    355)";"   176 (  125,    228)";"   32 (   22,    42)";"   52 (   39,    65)";"    94 (   70,    117)";"40%"
"2014-05-14";"-183";"   238 (   197,    280)";"   4 (   3,    6)";"    934 (   723,    1146)";"   24 (   17,    30)";"   274 (   202,    347)";"   172 (  120,    223)";"   31 (   21,    41)";"   51 (   38,    64)";"    91 (   68,    115)";"40%"
"2014-05-13";"-184";"   234 (   193,    275)";"   4 (   3,    5)";"    911 (   705,    1116)";"   23 (   17,    29)";"   266 (   195,    338)";"   167 (  116,    217)";"   30 (   20,    40)";"   49 (   36,    62)";"    89 (   66,    112)";"40%"
"2014-05-12";"-185";"   230 (   190,    270)";"   4 (   3,    5)";"    888 (   688,    1088)";"   22 (   16,    29)";"   259 (   188,    330)";"   162 (  112,    212)";"   30 (   20,    40)";"   48 (   35,    61)";"    86 (   63,    109)";"40%"
"2014-05-11";"-186";"   226 (   186,    266)";"   4 (   3,    5)";"    865 (   671,    1059)";"   22 (   16,    28)";"   252 (   181,    322)";"   158 (  109,    207)";"   29 (   19,    39)";"   47 (   34,    59)";"    84 (   61,    107)";"40%"
"2014-05-10";"-187";"   222 (   183,    261)";"   4 (   3,    5)";"    843 (   655,    1032)";"   21 (   15,    27)";"   245 (   175,    314)";"   154 (  105,    202)";"   28 (   18,    38)";"   45 (   33,    58)";"    82 (   59,    104)";"40%"
"2014-05-09";"-188";"   218 (   180,    257)";"   4 (   3,    5)";"    822 (   639,    1005)";"   21 (   15,    27)";"   238 (   169,    307)";"   150 (  102,    198)";"   27 (   18,    37)";"   44 (   32,    56)";"    80 (   58,    102)";"40%"
"2014-05-08";"-189";"   214 (   176,    253)";"   4 (   2,    5)";"    802 (   624,     979)";"   20 (   14,    26)";"   231 (   164,    299)";"   146 (   98,    193)";"   27 (   17,    36)";"   43 (   31,    55)";"    77 (   56,     99)";"40%"
"2014-05-07";"-190";"   211 (   173,    249)";"   4 (   2,    5)";"    782 (   610,     954)";"   19 (   14,    25)";"   225 (   158,    292)";"   142 (   95,    189)";"   26 (   17,    35)";"   42 (   30,    54)";"    75 (   54,     97)";"40%"
"2014-05-06";"-191";"   207 (   170,    245)";"   3 (   2,    5)";"    762 (   595,     929)";"   19 (   13,    25)";"   219 (   153,    285)";"   138 (   92,    184)";"   25 (   16,    34)";"   41 (   29,    53)";"    73 (   52,     95)";"40%"
"2014-05-05";"-192";"   204 (   167,    241)";"   3 (   2,    5)";"    743 (   582,     905)";"   18 (   13,    24)";"   213 (   147,    278)";"   134 (   89,    180)";"   25 (   15,    34)";"   40 (   28,    51)";"    72 (   51,     92)";"40%"
"2014-05-04";"-193";"   200 (   164,    237)";"   3 (   2,    4)";"    725 (   568,     882)";"   18 (   12,    24)";"   207 (   143,    272)";"   131 (   86,    176)";"   24 (   15,    33)";"   39 (   27,    50)";"    70 (   49,     90)";"40%"
"2014-05-03";"-194";"   197 (   160,    234)";"   3 (   2,    4)";"    707 (   555,     859)";"   17 (   12,    23)";"   202 (   138,    266)";"   127 (   83,    172)";"   23 (   14,    32)";"   38 (   26,    49)";"    68 (   47,     88)";"40%"
"2014-05-02";"-195";"   194 (   157,    231)";"   3 (   2,    4)";"    689 (   543,     836)";"   17 (   11,    22)";"   196 (   133,    259)";"   124 (   80,    168)";"   23 (   14,    31)";"   37 (   26,    48)";"    66 (   46,     86)";"40%"
"2014-05-01";"-196";"   191 (   155,    227)";"   3 (   2,    4)";"    673 (   530,     815)";"   17 (   11,    22)";"   191 (   129,    253)";"   121 (   78,    164)";"   22 (   14,    31)";"   36 (   25,    47)";"    64 (   45,     84)";"40%"
"2014-04-30";"-197";"   188 (   152,    224)";"   3 (   2,    4)";"    656 (   518,     793)";"   16 (   11,    21)";"   186 (   124,    247)";"   118 (   75,    161)";"   22 (   13,    30)";"   35 (   24,    46)";"    63 (   43,     82)";"40%"
"2014-04-29";"-198";"   185 (   149,    221)";"   3 (   2,    4)";"    640 (   507,     773)";"   16 (   10,    21)";"   181 (   120,    242)";"   115 (   73,    157)";"   21 (   13,    29)";"   34 (   23,    45)";"    61 (   42,     81)";"40%"
