"Date";"Days from today";"Cases (reported)";"New daily cases (reported)";"Cases (corrected for underreporting)";"New daily cases (corrected for underreporting)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"Beds for CDC 25% ETU target";"Beds for CDC 45% reduced transmission target";"Reporting (treatment) quotient"
"2014-07-31";"-105";"   454 (   350,    559)";"  20 (  13,   26)";"   2792 (  2068,    3515)";"  107 (   73,   141)";"  1237 (   849,   1626)";"   789 (   524,   1055)";"  135 (   90,   180)";"  231 (  164,   298)";"  416 (  295,    537)";"40%"
"2014-07-30";"-106";"   435 (   336,    533)";"  19 (  13,   26)";"   2684 (  1994,    3375)";"  105 (   71,   139)";"  1212 (   825,   1599)";"   769 (   508,   1031)";"  131 (   87,   174)";"  225 (  159,   291)";"  405 (  286,    524)";"40%"
"2014-07-29";"-107";"   415 (   323,    507)";"  19 (  12,   25)";"   2579 (  1922,    3237)";"  103 (   70,   137)";"  1188 (   803,   1573)";"   750 (   493,   1006)";"  126 (   84,   167)";"  219 (  154,   284)";"  394 (  277,    511)";"40%"
"2014-07-28";"-108";"   397 (   311,    482)";"  18 (  12,   25)";"   2476 (  1851,    3101)";"  101 (   68,   135)";"  1165 (   782,   1549)";"   730 (   478,    982)";"  121 (   81,   161)";"  213 (  149,   276)";"  383 (  268,    497)";"40%"
"2014-07-27";"-109";"   378 (   298,    458)";"  18 (  12,   24)";"   2375 (  1783,    2967)";"  100 (   66,   133)";"  1144 (   761,   1527)";"   709 (   463,    956)";"  116 (   78,   154)";"  206 (  144,   269)";"  371 (  259,    484)";"40%"
"2014-07-26";"-110";"   361 (   286,    435)";"  17 (  11,   23)";"   2275 (  1716,    2835)";"   98 (   64,   132)";"  1125 (   741,   1508)";"   688 (   448,    929)";"  111 (   75,   147)";"  200 (  139,   261)";"  360 (  251,    469)";"40%"
"2014-07-25";"-111";"   344 (   275,    412)";"  17 (  11,   22)";"   2177 (  1650,    2704)";"   96 (   63,   130)";"  1107 (   723,   1492)";"   667 (   434,    900)";"  106 (   72,   140)";"  193 (  134,   252)";"  348 (  242,    454)";"40%"
"2014-07-24";"-112";"   327 (   263,    390)";"  16 (  10,   22)";"   2081 (  1586,    2575)";"   95 (   61,   129)";"  1092 (   705,   1479)";"   644 (   419,    869)";"  101 (   69,   133)";"  186 (  129,   243)";"  335 (  233,    438)";"40%"
"2014-07-23";"-113";"   311 (   252,    369)";"  15 (  10,   21)";"   1986 (  1524,    2447)";"   94 (   60,   129)";"  1080 (   688,   1471)";"   620 (   404,    836)";"   96 (   67,   126)";"  179 (  125,   234)";"  322 (  224,    420)";"40%"
"2014-07-22";"-114";"   296 (   242,    349)";"  15 (  10,   20)";"   1891 (  1463,    2320)";"   94 (   58,   129)";"  1071 (   673,   1469)";"   594 (   389,    799)";"   91 (   64,   119)";"  171 (  120,   223)";"  308 (  215,    402)";"40%"
"2014-07-21";"-115";"   281 (   231,    330)";"  14 (   9,   19)";"   1798 (  1402,    2193)";"   91 (   57,   125)";"  1066 (   659,   1472)";"   566 (   374,    758)";"   87 (   61,   112)";"  163 (  115,   212)";"  294 (  206,    381)";"40%"
"2014-07-20";"-116";"   267 (   221,    313)";"  13 (   9,   18)";"   1707 (  1343,    2070)";"   86 (   54,   118)";"  1011 (   632,   1390)";"   537 (   358,    715)";"   82 (   59,   106)";"  155 (  110,   200)";"  279 (  198,    360)";"40%"
"2014-07-19";"-117";"   254 (   211,    296)";"  13 (   9,   17)";"   1620 (  1286,    1954)";"   82 (   52,   112)";"   959 (   605,   1312)";"   509 (   343,    675)";"   78 (   56,   100)";"  147 (  105,   189)";"  264 (  189,    340)";"40%"
"2014-07-18";"-118";"   241 (   202,    280)";"  12 (   8,   16)";"   1538 (  1232,    1845)";"   78 (   50,   106)";"   909 (   580,   1239)";"   483 (   329,    637)";"   74 (   54,    94)";"  139 (  100,   178)";"  251 (  181,    321)";"40%"
"2014-07-17";"-119";"   229 (   193,    266)";"  11 (   8,   15)";"   1461 (  1179,    1742)";"   74 (   48,   100)";"   863 (   556,   1169)";"   458 (   315,    601)";"   70 (   52,    89)";"  132 (   96,   168)";"  238 (  173,    303)";"40%"
"2014-07-16";"-120";"   218 (   184,    252)";"  11 (   7,   14)";"   1387 (  1128,    1646)";"   70 (   46,    94)";"   818 (   533,   1104)";"   435 (   302,    567)";"   67 (   50,    84)";"  125 (   92,   159)";"  226 (  166,    286)";"40%"
"2014-07-15";"-121";"   207 (   175,    239)";"  10 (   7,   13)";"   1317 (  1079,    1555)";"   66 (   44,    89)";"   776 (   511,   1042)";"   412 (   290,    535)";"   63 (   48,    79)";"  119 (   88,   150)";"  214 (  159,    270)";"40%"
"2014-07-14";"-122";"   197 (   167,    227)";"  10 (   7,   12)";"   1251 (  1031,    1470)";"   63 (   42,    84)";"   736 (   489,    983)";"   391 (   278,    505)";"   60 (   46,    75)";"  113 (   84,   141)";"  203 (  152,    255)";"40%"
"2014-07-13";"-123";"   187 (   159,    216)";"   9 (   7,   12)";"   1188 (   985,    1390)";"   60 (   40,    79)";"   699 (   469,    928)";"   371 (   266,    476)";"   57 (   44,    70)";"  107 (   81,   134)";"  193 (  145,    240)";"40%"
"2014-07-12";"-124";"   178 (   151,    206)";"   9 (   6,   11)";"   1128 (   941,    1315)";"   57 (   39,    75)";"   663 (   450,    876)";"   352 (   255,    449)";"   54 (   42,    66)";"  102 (   77,   126)";"  183 (  139,    227)";"40%"
"2014-07-11";"-125";"   169 (   143,    196)";"   8 (   6,   10)";"   1071 (   898,    1245)";"   54 (   37,    70)";"   629 (   431,    826)";"   334 (   245,    424)";"   51 (   40,    63)";"   96 (   74,   119)";"  174 (  133,    214)";"40%"
"2014-07-10";"-126";"   161 (   136,    187)";"   8 (   6,   10)";"   1018 (   856,    1180)";"   51 (   36,    66)";"   597 (   413,    780)";"   317 (   235,    400)";"   49 (   38,    59)";"   91 (   71,   112)";"  165 (  127,    202)";"40%"
"2014-07-09";"-127";"   153 (   128,    178)";"   7 (   6,    9)";"    967 (   815,    1118)";"   48 (   34,    63)";"   566 (   396,    736)";"   301 (   225,    377)";"   46 (   37,    56)";"   87 (   68,   106)";"  156 (  122,    191)";"40%"
"2014-07-08";"-128";"   146 (   122,    170)";"   7 (   5,    9)";"    918 (   775,    1061)";"   46 (   33,    59)";"   537 (   380,    694)";"   286 (   216,    356)";"   44 (   35,    53)";"   82 (   65,   100)";"  148 (  117,    180)";"40%"
"2014-07-07";"-129";"   139 (   115,    163)";"   7 (   5,    8)";"    872 (   737,    1008)";"   44 (   31,    56)";"   510 (   364,    655)";"   271 (   207,    335)";"   42 (   34,    50)";"   78 (   62,    94)";"  141 (  112,    170)";"40%"
"2014-07-06";"-130";"   132 (   108,    156)";"   6 (   5,    8)";"    829 (   699,     958)";"   41 (   30,    53)";"   483 (   349,    618)";"   257 (   198,    316)";"   40 (   32,    47)";"   74 (   59,    89)";"  134 (  107,    160)";"40%"
"2014-07-05";"-131";"   126 (   102,    149)";"   6 (   5,    7)";"    788 (   663,     912)";"   39 (   29,    50)";"   459 (   335,    583)";"   244 (   190,    299)";"   38 (   31,    44)";"   70 (   57,    84)";"  127 (  102,    151)";"40%"
"2014-07-04";"-132";"   120 (    97,    143)";"   6 (   5,    7)";"    748 (   628,     869)";"   37 (   28,    47)";"   435 (   321,    550)";"   232 (   182,    282)";"   36 (   29,    42)";"   67 (   54,    79)";"  120 (   98,    143)";"40%"
"2014-07-03";"-133";"   114 (    91,    137)";"   5 (   4,    7)";"    711 (   594,     828)";"   35 (   26,    44)";"   413 (   308,    519)";"   220 (   174,    266)";"   34 (   28,    40)";"   63 (   52,    75)";"  114 (   93,    135)";"40%"
"2014-07-02";"-134";"   109 (    86,    132)";"   5 (   4,    6)";"    676 (   562,     790)";"   33 (   25,    42)";"   392 (   295,    489)";"   209 (   167,    251)";"   32 (   27,    37)";"   60 (   50,    71)";"  108 (   89,    127)";"40%"
"2014-07-01";"-135";"   104 (    81,    127)";"   5 (   4,    6)";"    642 (   530,     755)";"   32 (   24,    39)";"   372 (   282,    461)";"   198 (   160,    237)";"   31 (   26,    35)";"   57 (   47,    67)";"  103 (   85,    120)";"40%"
"2014-06-30";"-136";"    99 (    76,    122)";"   5 (   4,    5)";"    611 (   500,     722)";"   30 (   23,    37)";"   353 (   271,    435)";"   188 (   153,    223)";"   29 (   24,    34)";"   54 (   45,    63)";"   98 (   82,    114)";"40%"
"2014-06-29";"-137";"    94 (    71,    117)";"   4 (   4,    5)";"    580 (   471,     690)";"   29 (   22,    35)";"   335 (   259,    411)";"   179 (   146,    211)";"   28 (   23,    32)";"   52 (   43,    60)";"   93 (   78,    107)";"40%"
"2014-06-28";"-138";"    90 (    67,    113)";"   4 (   3,    5)";"    552 (   443,     661)";"   27 (   21,    33)";"   318 (   249,    387)";"   169 (   140,    199)";"   26 (   22,    30)";"   49 (   41,    56)";"   88 (   74,    102)";"40%"
"2014-06-27";"-139";"    85 (    63,    108)";"   4 (   3,    5)";"    525 (   416,     633)";"   26 (   20,    31)";"   302 (   238,    365)";"   161 (   133,    188)";"   25 (   21,    29)";"   46 (   39,    53)";"   84 (   71,     96)";"40%"
"2014-06-26";"-140";"    82 (    59,    104)";"   4 (   3,    4)";"    499 (   391,     607)";"   24 (   20,    29)";"   286 (   228,    345)";"   153 (   127,    178)";"   24 (   20,    27)";"   44 (   38,    50)";"   79 (   68,     91)";"40%"
"2014-06-25";"-141";"    78 (    55,    100)";"   4 (   3,    4)";"    474 (   367,     582)";"   23 (   19,    28)";"   272 (   218,    325)";"   145 (   122,    168)";"   22 (   19,    26)";"   42 (   36,    48)";"   75 (   65,     86)";"40%"
"2014-06-24";"-142";"    74 (    52,     97)";"   3 (   3,    4)";"    451 (   344,     558)";"   22 (   18,    26)";"   258 (   209,    307)";"   138 (   116,    159)";"   21 (   18,    25)";"   40 (   34,    45)";"   71 (   62,     81)";"40%"
"2014-06-23";"-143";"    71 (    49,     93)";"   3 (   3,    4)";"    429 (   322,     536)";"   21 (   17,    25)";"   245 (   200,    290)";"   131 (   110,    151)";"   20 (   17,    23)";"   38 (   33,    43)";"   68 (   59,     77)";"40%"
"2014-06-22";"-144";"    68 (    45,     90)";"   3 (   3,    4)";"    408 (   302,     515)";"   20 (   16,    23)";"   232 (   191,    274)";"   124 (   105,    143)";"   19 (   16,    22)";"   36 (   31,    41)";"   64 (   56,     73)";"40%"
"2014-06-21";"-145";"    64 (    43,     86)";"   3 (   2,    3)";"    388 (   282,     494)";"   19 (   16,    22)";"   221 (   183,    259)";"   118 (   100,    136)";"   18 (   15,    21)";"   34 (   29,    39)";"   61 (   53,     69)";"40%"
"2014-06-20";"-146";"    62 (    40,     83)";"   3 (   2,    3)";"    369 (   264,     475)";"   18 (   15,    21)";"   209 (   174,    245)";"   112 (    95,    129)";"   17 (   14,    20)";"   32 (   28,    37)";"   58 (   50,     66)";"40%"
"2014-06-19";"-147";"    59 (    37,     80)";"   3 (   2,    3)";"    351 (   246,     457)";"   17 (   14,    20)";"   199 (   166,    231)";"   106 (    90,    123)";"   16 (   13,    20)";"   31 (   26,    35)";"   55 (   48,     63)";"40%"
"2014-06-18";"-148";"    56 (    35,     77)";"   2 (   2,    3)";"    334 (   230,     439)";"   16 (   14,    19)";"   189 (   159,    219)";"   101 (    85,    117)";"   16 (   12,    19)";"   29 (   25,    33)";"   52 (   45,     60)";"40%"
"2014-06-17";"-149";"    54 (    33,     75)";"   2 (   2,    3)";"    318 (   214,     422)";"   15 (   13,    18)";"   179 (   151,    207)";"    96 (    80,    111)";"   15 (   12,    18)";"   28 (   24,    32)";"   50 (   43,     57)";"40%"
"2014-06-16";"-150";"    51 (    31,     72)";"   2 (   2,    3)";"    303 (   200,     406)";"   15 (   12,    17)";"   170 (   144,    197)";"    91 (    76,    106)";"   14 (   11,    17)";"   26 (   22,    30)";"   47 (   40,     54)";"40%"
"2014-06-15";"-151";"    49 (    29,     70)";"   2 (   2,    3)";"    288 (   186,     391)";"   14 (   12,    16)";"   162 (   137,    186)";"    86 (    71,    101)";"   13 (   10,    17)";"   25 (   21,    29)";"   45 (   38,     52)";"40%"
"2014-06-14";"-152";"    47 (    27,     67)";"   2 (   2,    2)";"    275 (   173,     376)";"   13 (   11,    15)";"   153 (   130,    177)";"    82 (    67,     97)";"   13 (   10,    16)";"   24 (   20,    28)";"   43 (   36,     50)";"40%"
"2014-06-13";"-153";"    45 (    25,     65)";"   2 (   2,    2)";"    262 (   161,     362)";"   12 (   11,    14)";"   146 (   123,    168)";"    78 (    63,     93)";"   12 (    9,    15)";"   23 (   19,    26)";"   41 (   34,     47)";"40%"
"2014-06-12";"-154";"    43 (    23,     63)";"   2 (   1,    2)";"    249 (   149,     349)";"   12 (   10,    14)";"   138 (   117,    160)";"    74 (    59,     89)";"   11 (    8,    15)";"   21 (   18,    25)";"   38 (   32,     45)";"40%"
"2014-06-11";"-155";"    41 (    22,     60)";"   2 (   1,    2)";"    237 (   139,     336)";"   11 (    9,    13)";"   131 (   110,    152)";"    70 (    56,     85)";"   11 (    8,    14)";"   20 (   17,    24)";"   37 (   30,     43)";"40%"
"2014-06-10";"-156";"    39 (    20,     58)";"   2 (   1,    2)";"    226 (   129,     323)";"   11 (    9,    12)";"   125 (   104,    145)";"    67 (    52,     82)";"   10 (    7,    14)";"   19 (   16,    23)";"   35 (   28,     42)";"40%"
"2014-06-09";"-157";"    38 (    19,     56)";"   2 (   1,    2)";"    215 (   119,     312)";"   10 (    8,    12)";"   119 (    98,    139)";"    64 (    49,     78)";"   10 (    7,    13)";"   18 (   15,    22)";"   33 (   26,     40)";"40%"
"2014-06-08";"-158";"    36 (    18,     55)";"   1 (   1,    2)";"    205 (   110,     300)";"   10 (    8,    11)";"   113 (    93,    133)";"    60 (    46,     75)";"    9 (    6,    13)";"   17 (   14,    21)";"   31 (   25,     38)";"40%"
"2014-06-07";"-159";"    35 (    17,     53)";"   1 (   1,    2)";"    196 (   102,     289)";"    9 (    7,    11)";"   107 (    87,    127)";"    57 (    43,     72)";"    9 (    6,    12)";"   17 (   13,    20)";"   30 (   23,     37)";"40%"
"2014-06-06";"-160";"    33 (    16,     51)";"   1 (   1,    2)";"    186 (    94,     279)";"    9 (    7,    10)";"   102 (    82,    121)";"    54 (    40,     69)";"    8 (    5,    12)";"   16 (   12,    19)";"   28 (   22,     35)";"40%"
"2014-06-05";"-161";"    32 (    15,     49)";"   1 (   1,    2)";"    178 (    87,     268)";"    8 (    7,    10)";"    96 (    77,    116)";"    52 (    37,     66)";"    8 (    5,    11)";"   15 (   11,    19)";"   27 (   20,     34)";"40%"
"2014-06-04";"-162";"    31 (    14,     48)";"   1 (   1,    2)";"    170 (    80,     259)";"    8 (    6,    10)";"    92 (    72,    111)";"    49 (    34,     64)";"    8 (    5,    11)";"   14 (   10,    18)";"   26 (   19,     32)";"40%"
"2014-06-03";"-163";"    29 (    13,     46)";"   1 (   1,    2)";"    162 (    74,     249)";"    7 (    6,     9)";"    87 (    67,    107)";"    47 (    32,     61)";"    7 (    4,    10)";"   14 (   10,    17)";"   24 (   18,     31)";"40%"
"2014-06-02";"-164";"    28 (    12,     45)";"   1 (   1,    1)";"    154 (    68,     240)";"    7 (    5,     9)";"    83 (    63,    102)";"    44 (    30,     59)";"    7 (    4,    10)";"   13 (    9,    17)";"   23 (   16,     30)";"40%"
"2014-06-01";"-165";"    27 (    11,     43)";"   1 (   1,    1)";"    147 (    62,     232)";"    7 (    5,     8)";"    79 (    59,     98)";"    42 (    28,     57)";"    7 (    4,    10)";"   12 (    8,    16)";"   22 (   15,     29)";"40%"
"2014-05-31";"-166";"    26 (    11,     42)";"   1 (   1,    1)";"    140 (    57,     224)";"    6 (    5,     8)";"    75 (    55,     94)";"    40 (    26,     55)";"    6 (    3,     9)";"   12 (    8,    15)";"   21 (   14,     28)";"40%"
"2014-05-30";"-167";"    25 (    10,     40)";"   1 (   1,    1)";"    134 (    53,     216)";"    6 (    4,     8)";"    71 (    51,     91)";"    38 (    24,     53)";"    6 (    3,     9)";"   11 (    7,    15)";"   20 (   13,     27)";"40%"
"2014-05-29";"-168";"    24 (     9,     39)";"   1 (   1,    1)";"    128 (    48,     208)";"    6 (    4,     7)";"    67 (    48,     87)";"    36 (    22,     51)";"    6 (    3,     9)";"   10 (    7,    14)";"   19 (   12,     25)";"40%"
"2014-05-28";"-169";"    23 (     9,     38)";"   1 (   0,    1)";"    122 (    44,     200)";"    5 (    4,     7)";"    64 (    44,     84)";"    34 (    20,     49)";"    5 (    2,     8)";"   10 (    6,    14)";"   18 (   11,     25)";"40%"
"2014-05-27";"-170";"    23 (     8,     37)";"   1 (   0,    1)";"    117 (    40,     193)";"    5 (    3,     7)";"    61 (    41,     81)";"    33 (    19,     47)";"    5 (    2,     8)";"    9 (    6,    13)";"   17 (   11,     24)";"40%"
"2014-05-26";"-171";"    22 (     8,     35)";"   1 (   0,    1)";"    112 (    37,     186)";"    5 (    3,     7)";"    58 (    38,     77)";"    31 (    17,     45)";"    5 (    2,     8)";"    9 (    5,    13)";"   16 (   10,     23)";"40%"
"2014-05-25";"-172";"    21 (     8,     34)";"   1 (   0,    1)";"    107 (    33,     180)";"    5 (    3,     6)";"    55 (    36,     75)";"    30 (    16,     44)";"    5 (    2,     7)";"    9 (    5,    12)";"   15 (    9,     22)";"40%"
"2014-05-24";"-173";"    20 (     7,     33)";"   1 (   0,    1)";"    102 (    30,     174)";"    4 (    3,     6)";"    52 (    33,     72)";"    28 (    14,     42)";"    4 (    2,     7)";"    8 (    5,    12)";"   15 (    8,     21)";"40%"
"2014-05-23";"-174";"    20 (     7,     32)";"   1 (   0,    1)";"     97 (    27,     167)";"    4 (    3,     6)";"    50 (    30,     69)";"    27 (    13,     41)";"    4 (    1,     7)";"    8 (    4,    11)";"   14 (    8,     20)";"40%"
"2014-05-22";"-175";"    19 (     6,     31)";"   1 (   0,    1)";"     93 (    25,     162)";"    4 (    2,     6)";"    47 (    28,     67)";"    25 (    12,     39)";"    4 (    1,     7)";"    7 (    4,    11)";"   13 (    7,     20)";"40%"
"2014-05-21";"-176";"    18 (     6,     30)";"   1 (   0,    1)";"     89 (    22,     156)";"    4 (    2,     6)";"    45 (    26,     64)";"    24 (    11,     38)";"    4 (    1,     6)";"    7 (    4,    10)";"   13 (    6,     19)";"40%"
"2014-05-20";"-177";"    18 (     6,     29)";"   1 (   0,    1)";"     85 (    20,     150)";"    4 (    2,     5)";"    43 (    24,     62)";"    23 (    10,     36)";"    4 (    1,     6)";"    7 (    3,    10)";"   12 (    6,     18)";"40%"
"2014-05-19";"-178";"    17 (     6,     28)";"   1 (   0,    1)";"     82 (    18,     145)";"    3 (    2,     5)";"    41 (    22,     59)";"    22 (     9,     35)";"    3 (    1,     6)";"    6 (    3,    10)";"   11 (    5,     17)";"40%"
"2014-05-18";"-179";"    17 (     5,     28)";"   1 (   0,    1)";"     78 (    16,     140)";"    3 (    2,     5)";"    39 (    20,     57)";"    21 (     8,     34)";"    3 (    1,     6)";"    6 (    3,     9)";"   11 (    5,     17)";"40%"
"2014-05-17";"-180";"    16 (     5,     27)";"   0 (   0,    1)";"     75 (    15,     135)";"    3 (    2,     5)";"    37 (    18,     55)";"    20 (     7,     33)";"    3 (    1,     6)";"    6 (    2,     9)";"   10 (    4,     16)";"40%"
"2014-05-16";"-181";"    16 (     5,     26)";"   0 (   0,    1)";"     72 (    13,     130)";"    3 (    1,     5)";"    35 (    17,     53)";"    19 (     6,     32)";"    3 (    0,     5)";"    5 (    2,     9)";"   10 (    4,     16)";"40%"
"2014-05-15";"-182";"    15 (     5,     25)";"   0 (   0,    1)";"     69 (    12,     126)";"    3 (    1,     4)";"    33 (    15,     51)";"    18 (     6,     30)";"    3 (    0,     5)";"    5 (    2,     8)";"    9 (    4,     15)";"40%"
"2014-05-14";"-183";"    15 (     5,     24)";"   0 (   0,    1)";"     66 (    10,     121)";"    3 (    1,     4)";"    32 (    14,     50)";"    17 (     5,     29)";"    3 (    0,     5)";"    5 (    2,     8)";"    9 (    3,     15)";"40%"
"2014-05-13";"-184";"    14 (     5,     24)";"   0 (   0,    1)";"     63 (     9,     117)";"    3 (    1,     4)";"    30 (    12,     48)";"    16 (     4,     28)";"    3 (    0,     5)";"    5 (    2,     8)";"    8 (    3,     14)";"40%"
"2014-05-12";"-185";"    14 (     5,     23)";"   0 (   0,    1)";"     61 (     8,     113)";"    2 (    1,     4)";"    29 (    11,     46)";"    16 (     4,     27)";"    2 (    0,     5)";"    4 (    1,     8)";"    8 (    3,     14)";"40%"
"2014-05-11";"-186";"    13 (     5,     22)";"   0 (   0,    1)";"     58 (     7,     109)";"    2 (    1,     4)";"    27 (    10,     44)";"    15 (     3,     26)";"    2 (    0,     5)";"    4 (    1,     7)";"    8 (    2,     13)";"40%"
"2014-05-10";"-187";"    13 (     4,     22)";"   0 (   0,    1)";"     56 (     6,     105)";"    2 (    1,     4)";"    26 (     9,     43)";"    14 (     3,     26)";"    2 (    0,     4)";"    4 (    1,     7)";"    7 (    2,     13)";"40%"
"2014-05-09";"-188";"    13 (     4,     21)";"   0 (   0,    1)";"     54 (     5,     102)";"    2 (    1,     4)";"    25 (     8,     41)";"    13 (     2,     25)";"    2 (    0,     4)";"    4 (    1,     7)";"    7 (    2,     12)";"40%"
"2014-05-08";"-189";"    12 (     4,     20)";"   0 (   0,    1)";"     51 (     5,      98)";"    2 (    1,     3)";"    23 (     7,     40)";"    13 (     2,     24)";"    2 (    0,     4)";"    4 (    1,     7)";"    7 (    2,     12)";"40%"
"2014-05-07";"-190";"    12 (     4,     20)";"   0 (   0,    1)";"     49 (     4,      95)";"    2 (    0,     3)";"    22 (     6,     39)";"    12 (     1,     23)";"    2 (    0,     4)";"    4 (    1,     6)";"    6 (    1,     11)";"40%"
"2014-05-06";"-191";"    12 (     4,     19)";"   0 (   0,    1)";"     48 (     4,      91)";"    2 (    0,     3)";"    21 (     5,     37)";"    12 (     1,     22)";"    2 (    0,     4)";"    3 (    1,     6)";"    6 (    1,     11)";"40%"
"2014-05-05";"-192";"    11 (     4,     19)";"   0 (   0,    1)";"     46 (     3,      88)";"    2 (    0,     3)";"    20 (     4,     36)";"    11 (     0,     22)";"    2 (    0,     4)";"    3 (    1,     6)";"    6 (    1,     11)";"40%"
"2014-05-04";"-193";"    11 (     4,     18)";"   0 (   0,    1)";"     44 (     3,      85)";"    2 (    0,     3)";"    19 (     4,     35)";"    10 (     0,     21)";"    2 (    0,     4)";"    3 (    0,     6)";"    5 (    1,     10)";"40%"
"2014-05-03";"-194";"    11 (     4,     18)";"   0 (   0,    1)";"     42 (     3,      82)";"    2 (    0,     3)";"    18 (     3,     34)";"    10 (     0,     20)";"    2 (    0,     4)";"    3 (    0,     5)";"    5 (    1,     10)";"40%"
"2014-05-02";"-195";"    11 (     4,     17)";"   0 (   0,    0)";"     41 (     2,      79)";"    1 (    0,     3)";"    17 (     2,     32)";"    10 (     0,     19)";"    1 (    0,     3)";"    3 (    0,     5)";"    5 (    0,     10)";"40%"
"2014-05-01";"-196";"    10 (     4,     17)";"   0 (   0,    0)";"     39 (     2,      76)";"    1 (    0,     3)";"    17 (     2,     31)";"     9 (    -1,     19)";"    1 (    0,     3)";"    3 (    0,     5)";"    5 (    0,      9)";"40%"
"2014-04-30";"-197";"    10 (     4,     16)";"   0 (   0,    0)";"     38 (     2,      74)";"    1 (    0,     3)";"    16 (     1,     30)";"     9 (    -1,     18)";"    1 (    0,     3)";"    2 (    0,     5)";"    4 (    0,      9)";"40%"
"2014-04-29";"-198";"    10 (     4,     16)";"   0 (   0,    0)";"     36 (     2,      71)";"    1 (    0,     3)";"    15 (     1,     29)";"     8 (    -1,     18)";"    1 (    0,     3)";"    2 (    0,     5)";"    4 (    0,      9)";"40%"
"2014-04-28";"-199";"    10 (     4,     15)";"   0 (   0,    0)";"     35 (     2,      69)";"    1 (    0,     2)";"    14 (     0,     28)";"     8 (    -1,     17)";"    1 (   -1,     3)";"    2 (    0,     5)";"    4 (    0,      8)";"40%"
"2014-04-27";"-200";"    10 (     4,     15)";"   0 (   0,    0)";"     34 (     2,      66)";"    1 (    0,     2)";"    14 (     0,     27)";"     7 (    -2,     17)";"    1 (   -1,     3)";"    2 (    0,     4)";"    4 (    0,      8)";"40%"
"2014-04-26";"-201";"     9 (     4,     14)";"   0 (   0,    0)";"     33 (     2,      64)";"    1 (    0,     2)";"    13 (     0,     26)";"     7 (    -2,     16)";"    1 (   -1,     3)";"    2 (    0,     4)";"    4 (    0,      8)";"40%"
